image_path,crop,disease,label
datasets\Tomato_Healthy\275d05cf-89de-45bc-9928-ac6f242c9dd7___RS_HL 0572.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\66c98dd1-2790-4977-91ee-1b10ca8c687b___RS_Erly.B 8418.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\b65e91d6-4f22-4d3b-b82f-9590160b7746___JR_B.Spot 8919.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\29fb6588-a368-4143-9cdd-8a131f0d50f4___RS_Erly.B 7779.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\5761a17a-0629-48cc-aa66-ffff745b5adb___JR_HL 8191.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\4b8df56a-6124-4e5c-a1b7-8e771a472813___RS_HL 0520.JPG,tomato,healthy,0
datasets\Tomato_Healthy\42e607e9-916c-470c-a17d-ec5348a40ded___RS_HL 0373.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\65579d4a-eb54-47cb-a8f7-d886971c8c63___RS_Erly.B 7475.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\49d1f23f-f284-4397-a0a3-295f4eae4343___RS_HL 0067.JPG,tomato,healthy,0
datasets\Tomato_Healthy\4b7deb4f-5bce-4915-ba64-7e75c66624c2___RS_HL 0153.JPG,tomato,healthy,0
datasets\Potato_Healthy\00fc2ee5-729f-4757-8aeb-65c3355874f2___RS_HL 1864.JPG,potato,healthy,0
datasets\Tomato_EarlyBlight\18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B 7650.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\17d051ce-efe1-486e-b5ed-b71b1317a9f0___RS_Erly.B 9614.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\a3625d3c-77a8-4013-8aa8-926f2b19e23c___JR_HL 7569.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\8ed69ac4-4692-4154-a484-8a693ff7de64___RS_Erly.B 7775.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\3a634ad7-1119-4ea1-9268-bedc8308fdc8___RS_Erly.B 7841.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\a0519138-7416-45bd-9798-396a7a79302f___JR_HL 8117.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\eeb59903-65af-4d9f-9ab9-ec6725aa3a39___JR_B.Spot 3359.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\4b305da8-ccc7-4c6c-938c-cef12420aaab___JR_HL 5954.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\dda45973-b7a1-4080-93a2-bd7cd3e3026f___RS_Erly.B 8407.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\062c4b5a-59d7-4bc8-a1d0-abdeb6fc9c0e___RS_HL 0295.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\6e1e07ba-212d-4494-b8bf-73d12d720c20___JR_B.Spot 3392.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\1bfeed83-f119-46cd-b806-0e17e1dae136___RS_HL 0017.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\234f12c4-f47d-4712-8780-3e1e99bf4c42___JR_B.Spot 3174.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\b08cb3cc-a9b8-43ec-9966-39b8a6e1a0af___JR_HL 8423.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\9fe2f333-6a6b-48d2-b4d7-e56bda54a2d5___JR_B.Spot 8979.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\701d7213-d2ab-4797-8709-102c69d7ab5d___JR_B.Spot 3312.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\3682433d-fb0a-495b-a6e8-d753542b042b___RS_Early.B 8189.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\07409e2c-a730-4b11-b25e-31025bd63a91___RS_Erly.B 9578.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\89787310-40fb-4d46-9b4b-5f8426e26ccf___GH_HL Leaf 442.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\9439a69a-66c9-48cc-8030-7ac35a92e2a2___JR_HL 8577.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\9f2bc299-6d58-4350-9893-e944206e7aab___JR_HL 8329.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6248b67a-a5ba-4313-9248-2dd343266da2___RS_HL 0485.JPG,tomato,healthy,0
datasets\Tomato_Healthy\4e690960-f6bb-43f6-b2e7-6ff3aaf81452___RS_HL 9823.JPG,tomato,healthy,0
datasets\Tomato_Healthy\4e67dd9d-8a92-4b30-bb08-2e30d34acde7___RS_HL 0245.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\53c47cc3-e958-4e9a-811a-e19e99ef0a8c___RS_Erly.B 6373.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\b165d0d3-726d-4913-8b92-3f14e1b99410___RS_Erly.B 6377.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\9268e1da-3fc4-49b1-8fcb-3f0d8957114a___GH_HL Leaf 277.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\46b55f82-ee0c-4db8-98da-710f0423c1b9___JR_HL 8389.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8fc82b12-a4a6-4baa-8ba9-76db09c2915f___JR_HL 7876.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\b6611980-ad87-4121-a6d0-b648b946b432___RS_Erly.B 8426.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\82df832d-43d4-41c5-97b8-baf8ff9c658c___RS_HL 9917.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\74c0d66d-a12d-4b9d-9f24-e283b8273a7e___RS_Erly.B 8302.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\3bcf009f-b16c-4b7e-83e0-d0859bb10dde___JR_HL 8408.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\5a41f26f-19c9-43bc-8032-553300c7f7ff___JR_B.Spot 3125.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\e71b39c4-8007-46c0-a925-adaf30e71fd1___JR_B.Spot 9054.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\93dd10f7-791e-4c52-a8d0-f9196cafaecb___RS_Erly.B 8284.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\48704549-8dc8-45f4-ac1f-2cd3cdb2a6d9___JR_HL 8251.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\e2157d7b-cb1c-417a-8db6-679a20872be4___JR_HL 5960.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\f188144b-d52c-40c5-a06f-07d5796f9ab0___RS_Erly.B 9553.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\71ec70cc-dfa7-4798-8970-80edfa6435f2___RS_Erly.B 7484.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\7810b691-de4a-4b08-b59a-56fce143b578___JR_HL 5808.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\ab4b562f-c5f1-4c24-826e-5993dbab9400___JR_HL 7780.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\81c427f2-5e52-43e2-a000-0a2a973e18f6___RS_Erly.B 7769.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\8295c1b4-7674-4b15-8a32-bb665a969e9b___RS_HL 9776.JPG,tomato,healthy,0
datasets\Tomato_Healthy\73815ecf-ee85-4bba-864f-f47d01a96615___RS_HL 0348.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\bcbca73b-22a6-40e4-ba78-8bfe313665ff___JR_B.Spot 8894.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\bf2efbdf-6d68-4b65-92db-845019052c1e___NREC_B.Spot 1938.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\1d0e1dec-de79-4e26-b592-b174d7c95739___NREC_B.Spot 9186.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\bd493982-5fe3-4851-b4d3-1e9e962f1d70___NREC_B.Spot 1876.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\2c5500a4-cfa4-4b46-8db4-443b995d39dd___RS_Early.B 8768.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\21556c18-1833-43a9-86b2-8e7130b4dbce___JR_B.Spot 3230.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\1d1017be-8cd6-4967-894b-1b9fb89d7d6e___RS_HL 0270.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\9f77a006-11c0-4466-bdb3-9273b299450d___RS_Erly.B 7800.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\64cb0648-5140-4812-90bf-467ea19f8957___JR_HL 5921.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\5e1b5fa9-892b-4e60-91f9-4647d6d9574c___JR_HL 7633.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\65c3a8f9-9631-4b86-9ae3-28116c869247___JR_B.Spot 9005.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\8647963f-aacb-44f3-82bc-fa749bc65694___RS_Erly.B 6391.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\5e23e898-736e-4b4a-adc8-4a6439e7d491___JR_HL 7801.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3726eff6-547d-411e-bc00-f8b533d067e3___RS_Erly.B 6494.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\dc3080c3-d1c6-47d1-a301-191598ebb4f8___JR_B.Spot 3210.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\c84c6a2f-a674-4675-901c-84723b014de1___JR_HL 7788.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\243bfff2-bd35-44d3-a91e-2569fe948c89___JR_B.Spot 8909.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\b69edd18-e303-41b5-92a7-769154106917___RS_Erly.B 7587.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\344a9b3a-0748-4fb0-9622-83be2ebfccf1___JR_HL 8574.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\ac373890-5535-4a5f-98c4-cb96962e3717___JR_HL 8398.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\5ac54e63-40a4-4651-a900-fd3ab4d32bae___RS_Erly.B 7727.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\1d038d64-7f3c-4b4d-9b3d-7736f97b59a0___RS_Early.B 7994.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\b9e58d0f-1b01-43b0-8c50-154b12f5a5f1___JR_B.Spot 8983.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\203357f4-1deb-42b2-99ed-32df34aa166c___RS_Early.B 6780.JPG,potato,earlyblight,1
datasets\Potato_EarlyBlight\3d3c01e1-8cde-4c0f-9468-67dd287a2dc0___RS_Early.B 7761.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\7f5c8018-c4c3-4471-aa30-defe910ea3d9___GH_HL Leaf 444.1.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\d59a0542-4c2a-441b-8566-e1f741e917d4___RS_Erly.B 6437.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\05287bcb-610b-440f-9337-c4ce98bc3bbe___JR_B.Spot 3327.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\4fa781ca-8ec1-4446-82a6-c97751f91f71___JR_HL 8279.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\f547a0f4-912a-45ec-81aa-371ad12ecacf___RS_Erly.B 7608.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\1ca9e3ba-e029-48bf-b207-e8cb3546f953___RS_Early.B 7978.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\392df5d9-0383-4ce9-a6fa-17d09cdc3c62___RS_Erly.B 9497.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\48a36957-9e8e-4a17-b789-e775ea4bc523___GH_HL Leaf 254.1.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\3064e2fc-3a71-4a66-8cd1-dc76ebc0c2e6___RS_Erly.B 7345.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\b86c17e0-d24a-4edf-a67f-c16c421d36ae___RS_Erly.B 7746.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\d3ce1cc5-eca1-4a27-8553-2b15d8a92184___JR_B.Spot 8874.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\357b61ef-a56b-4207-aa26-161b0ef3e635___RS_Early.B 8492.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\681d3ccb-7653-4f08-a483-f80e3d7724df___JR_HL 8688.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\a96f3eaa-2532-4595-b8b4-8f6d7a6a4e47___JR_B.Spot 3182.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\da3feeb4-b339-4f86-82fd-ad83ac6636be___JR_HL 8493.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\a3f51b14-cfbc-4e34-bca0-2ff18996184d___JR_B.Spot 8841.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\0971aa89-8f72-4f66-b4ee-dceca73add54___GH_HL Leaf 318.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\3198b703-d5d5-46e9-9b8f-399d5531b5c4___RS_Erly.B 8364.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\86a7487a-e9a1-413c-b8ad-6dfacf9c0b2a___GH_HL Leaf 413.1.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\d59ef8c1-e6e7-44ea-8ada-36431c44c3c6___JR_HL 7648.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\a34d9ad8-1024-4628-bead-dcd593d37400___JR_HL 8333.JPG,bellpepper,healthy,0
datasets\Potato_EarlyBlight\3bf3bb26-3cbd-46f2-a9ba-c86700edafcb___RS_Early.B 7599.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\20249fbb-29c5-40fb-985e-5a0b9f0e67b1___RS_HL 0117.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\cc230c78-9e6a-467e-a5e4-19c64e82488a___JR_HL 8717.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\42b527a8-b3a7-47ae-981b-91727cd2f7e5___JR_B.Spot 3306.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\40dfa3e5-617d-46bb-9eab-eb2b114e5367___RS_HL 0079.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\831d19a0-117e-477c-9301-d9279edd1c5d___JR_B.Spot 3343.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\5a17190b-714c-4f0e-bb00-65368f645e85___JR_HL 8374.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\d4b0bcdd-7d56-4a4c-99f1-a4383bdda089___JR_HL 7557.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\e4de6759-866e-4e6d-bd39-c3d5ccb76300___JR_B.Spot 3251.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\4307f7a4-e666-40ee-a2b5-ff9c4e3e70e1___JR_B.Spot 3109.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\0e03c87e-b43f-4cfe-a837-71306c68f4c0___RS_Erly.B 7733.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\c35fc6de-4796-4f7a-a350-7bff160cbbd5___RS_Erly.B 7740.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\048d18ae-98b1-484d-97da-5a0e69b9ebc1___RS_Early.B 6845.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\c410d512-4708-49dd-ba8f-efce2796a3f5___RS_Erly.B 7602.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\310d6f93-5075-44a2-80e4-57463adff105___GH_HL Leaf 449.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\4495c311-4a29-4d3b-9805-e63ec24e805f___JR_B.Spot 9082.JPG,bellpepper,bacterialspot,1
datasets\Potato_EarlyBlight\1defd277-6394-4049-895d-470f1e27e189___RS_Early.B 8931.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\54059d2e-8903-4cf1-9856-676620a5be93___GH_HL Leaf 484.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\43af6366-6c6a-408c-a10d-a4bad9428a19___RS_Early.B 7595.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\4265d731-d90c-42e8-961d-5784472b4e95___JR_HL 7794.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\9b617d8b-b252-4a29-9af5-10ea563eb785___RS_Erly.B 7707.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\78bed62c-8645-4956-a9c0-c6709e254a43___JR_B.Spot 3099.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\6ce07d35-afb2-4290-9239-ef1dcb92acd8___GH_HL Leaf 492.1.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\b6843d4e-85a6-4e1f-97a9-e892720406fe___JR_B.Spot 8974.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\39a9b2a4-a7c6-4735-b605-5ac7600444ea___JR_HL 8641.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\b4cfa208-cee0-4383-b0e2-6988814fbb9a___RS_Erly.B 7645.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\0e6b9e09-2bcd-41e0-b001-b80a33a8a78b___RS_Early.B 8694.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\08fe6531-bb66-4e0a-98b3-4b86a794f9f9___RS_Erly.B 7483.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\29508e75-1a9d-4838-b929-cf42f8638e83___RS_Early.B 6782.JPG,potato,earlyblight,1
datasets\Tomato_EarlyBlight\6fbefe16-4635-4a03-b245-65594ded39cf___RS_Erly.B 7654.JPG,tomato,earlyblight,1
datasets\BellPepper_BacterialSpot\d6b7a95f-019c-4cf6-b7da-d8bdc18a6c76___JR_B.Spot 9028.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\dc9bcd28-1f28-430c-9f05-9895174a2805___JR_HL 5975.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\4ed59995-6214-4996-b98b-750e85433920___GH_HL Leaf 474.JPG,tomato,healthy,0
datasets\Potato_EarlyBlight\1daae61a-7014-4efe-b855-018999a5be9b___RS_Early.B 6852.JPG,potato,earlyblight,1
datasets\Tomato_Healthy\0f93b04b-73fc-4c5c-98d6-35842cafdd25___RS_HL 0278.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\3a041cb2-cd43-4fcf-8f84-f559d40f1bd8___JR_B.Spot 9101.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\47299b1d-0dbc-4ecd-80c3-3c0561ad48d3___JR_HL 8889.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\7c719504-0327-4be0-b898-b50760a26de6___JR_B.Spot 3310.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\a58df0b5-76f7-4f63-957c-660ec21414b4___NREC_B.Spot 1943.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\1ba9a636-a673-45bc-b515-4fe6848f271e___RS_Erly.B 9605.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\dfd261ab-30ad-456c-93b3-874a4ebaeaaf___RS_Erly.B 8451.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\9ae3484d-54c9-431d-ae40-59729ca60af8___JR_HL 8634.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\642b5af2-4c78-4fa9-ba88-e9e60b505416___JR_HL 8743.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\b60702b4-a7dd-4201-bfcc-4a13c7dcc44f___RS_Erly.B 7657.JPG,tomato,earlyblight,1
datasets\Tomato_EarlyBlight\eaaea397-5e49-47e8-adad-f9a17e1cce65___RS_Erly.B 6487.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\34f42d6e-6e09-46cb-800b-5da5fdb5e8b8___RS_Early.B 8110.JPG,potato,earlyblight,1
datasets\BellPepper_BacterialSpot\b0ad5e4c-522c-4215-897e-39fec504c1a6___JR_B.Spot 8840.JPG,bellpepper,bacterialspot,1
datasets\Tomato_Healthy\061bd6f1-8532-4bc8-977d-bc48ffab4ac3___RS_HL 0476.JPG,tomato,healthy,0
datasets\Tomato_Healthy\8ddc8178-4609-4267-bd55-028de3f759c8___RS_HL 0004.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\38182511-f92e-4719-abc9-ff5514ece384___JR_HL 8549.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\d93007b0-adaa-43d4-80be-d796d59944e6___JR_HL 7683.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\16fd1407-644b-42f1-a40a-6cacd9bc0258___RS_HL 9705.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\4ab14ef2-ad45-4df6-87ce-1ffd11ad5543___JR_HL 7899.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\96924079-4bc2-46f0-8eee-1e7e06bf559a___JR_B.Spot 3279.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\5b86ab6a-3823-4886-85fd-02190898563c___RS_Erly.B 8452.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\0a205a11-1e64-49f7-93c2-ad59312b4f83___RS_HL 0334.JPG,tomato,healthy,0
datasets\Tomato_Healthy\13688c77-f2ad-4f7c-972c-99d70652fac6___RS_HL 0458.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\ac57ab70-6d8c-4065-8bab-3a88b5239aea___RS_Erly.B 7408.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\565744a9-b6ab-46c2-bc42-f92731c6ff4c___JR_HL 7850.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\676eaef6-b16c-4f13-a39d-86c22f64da83___GH_HL Leaf 356.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\f5f92be6-d496-44b5-aab7-7b372758a92c___JR_HL 8444.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\fdc50285-836e-4707-a17d-388b8179c87c___RS_Erly.B 7812.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\9d5afa2f-31ed-4f5b-aba4-f1f9725f97ef___JR_HL 7655.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\1873e09f-31fd-4612-920a-861fac1af687___RS_Erly.B 7797.JPG,tomato,earlyblight,1
datasets\Tomato_Healthy\1a393116-cbd1-4e3f-acfc-563e96ae1e80___RS_HL 0268.JPG,tomato,healthy,0
datasets\Tomato_Healthy\6da1cf1b-a236-4d45-a390-dac6b65c45f7___GH_HL Leaf 264.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\359fd210-bc58-413b-9367-df218023b037___JR_HL 8638.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\3483a0b2-f04c-429f-a10e-f7f33ba5be6e___RS_HL 0439.JPG,tomato,healthy,0
datasets\Tomato_EarlyBlight\6c124f22-619b-44fc-a3d1-231286d4bfda___RS_Erly.B 6403.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\0e043e9a-7652-4e7a-aef1-0caa0c085f55___JR_HL 8479.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\6ab4b4b5-3d4f-496b-9b08-7fa87bcfe875___RS_HL 9670.JPG,tomato,healthy,0
datasets\BellPepper_Healthy\25586e4c-0cba-4db9-8bab-4a6353f097e9___JR_HL 8335.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\7ed4a087-3cef-4012-8450-18c0487362da___JR_HL 8434.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8568ef1d-e8b7-4a15-b0cf-39800013e611___JR_HL 5840.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\a3364e6c-34f8-4bcd-a9bf-c5644b89a60e___JR_B.Spot 8886.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\be4bdbf7-8e8f-4cd6-ba14-15d4a27dfe00___JR_HL 7609.JPG,bellpepper,healthy,0
datasets\Tomato_Healthy\8809940a-a097-4488-9e49-3ffdc10d8d9a___GH_HL Leaf 245.JPG,tomato,healthy,0
datasets\BellPepper_BacterialSpot\642a8e92-aaea-4f20-8b59-29b541cb2611___NREC_B.Spot 9183.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\a558bc8d-6d5b-42d0-b9b5-c3cb34d60b54___JR_HL 8583.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\fa64670e-5a85-4817-b2ee-7b12bba99176___JR_HL 8545.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\dfa9f6bb-92ac-4b41-ac6c-fd2a7ddd093a___RS_Erly.B 8276.JPG,tomato,earlyblight,1
datasets\Potato_EarlyBlight\25642761-2905-48af-b8da-1064a0f6b876___RS_Early.B 6831.JPG,potato,earlyblight,1
datasets\BellPepper_Healthy\b3f830ee-a2b4-4e58-8f76-4c11c315c31e___JR_HL 5911.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\bd0964da-d2b0-4217-8acd-d9db666cbc08___JR_HL 8304.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\dc474f67-5e4c-4c60-b1fd-aaafea2bc34c___RS_Erly.B 9519.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\01482fdd-5dfd-4190-bbc0-6189a3161fae___JR_HL 7983.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\3a8ed6b0-1566-4ab1-b0e2-6a670dfca65a___RS_Erly.B 7653.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\4e73e705-1163-43fc-ab6b-27207d9d37c6___JR_HL 8124.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\1f700218-0a6a-47ad-a7fa-ded709ab4d2a___JR_HL 5930.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\65de6d37-4ea5-4ac7-af08-a974eb5b501a___NREC_B.Spot 9106.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_BacterialSpot\4aa16bda-c8f4-40b1-9f68-16bc936e6e9e___JR_B.Spot 3157.JPG,bellpepper,bacterialspot,1
datasets\BellPepper_Healthy\9f294825-ea53-4dba-b8a7-d1cb9a4fa8c2___JR_HL 7934.JPG,bellpepper,healthy,0
datasets\BellPepper_BacterialSpot\98911982-d13f-45f3-a098-bacf2924c154___NREC_B.Spot 1851.JPG,bellpepper,bacterialspot,1
datasets\Tomato_EarlyBlight\5390d8c0-5781-47cf-8d0a-482e000a01f3___RS_Erly.B 7400.JPG,tomato,earlyblight,1
datasets\BellPepper_Healthy\401e43fb-f5f5-40b7-9fe8-d466ecb233c7___JR_HL 8137.JPG,bellpepper,healthy,0
datasets\BellPepper_Healthy\8bd3098b-4e5d-49d5-be7e-f32da29c75f0___JR_HL 8125.JPG,bellpepper,healthy,0
datasets\Tomato_EarlyBlight\1bb0101c-d0a4-41a5-85b9-6e8634d01a36___RS_Erly.B 9585.JPG,tomato,earlyblight,1
